bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
3754,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,0862731585,9780862731588,eng,862,0,0,1/1/1984,Heinemann-Octopus
3758,Casino Royale (James Bond  #1),Ian Fleming,3.73,014200202X,9780142002025,eng,181,48961,2823,8/27/2002,Penguin
3759,Goldfinger (James Bond  #7),Ian Fleming,3.80,0142002046,9780142002049,eng,264,16055,639,8/27/2002,Penguin Books
3762,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,0142003255,9780142003251,eng,326,14108,428,9/2/2003,Penguin Books
3765,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,0142003298,9780142003299,eng,120,5074,211,4/6/2004,Penguin Books
3768,Book of Sketches,Jack Kerouac/George Condo,3.80,0142002151,9780142002155,eng,432,572,43,4/4/2006,Penguin Books
3769,The Dharma Bums,Jack Kerouac,3.92,0141184884,9780141184883,en-GB,204,1361,77,8/3/2000,Penguin Books Ltd
3770,Book of Haikus,Jack Kerouac,3.91,1904634001,9781904634003,eng,200,25,5,3/2/2004,Enitharmon Press
3774,The Subterraneans,Jack Kerouac,3.68,0141184892,9780141184890,eng,192,426,42,9/6/2007,Penguin Books Ltd
3776,Ballet Shoes,Noel Streatfeild,4.07,1842552473,9781842552476,eng,184,210,26,12/23/2004,Orion Children's Books
3782,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,4.02,0679854347,9780679854340,eng,272,4461,158,11/15/1994,Yearling
3784,Movie Shoes (Shoes  #6),Noel Streatfeild,4.00,0440458153,9780440458159,eng,239,1351,32,5/1/1984,Yearling Books
3787,Party Shoes (Shoes  #5),Noel Streatfeild,3.64,0192752537,9780192752536,en-US,243,430,33,9/1/2002,Oxford University Press  USA
3788,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,0440486874,9780440486879,eng,256,1059,38,12/1/1985,Yearling
3797,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,4.27,1405088567,9781405088565,eng,104,913,66,9/1/2006,MacMillan UK
3798,The River,Rumer Godden,3.95,0330489992,9780330489997,eng,128,377,54,4/16/2004,Pan
3799,The Dolls' House,Rumer Godden/Christian Birmingham,4.01,0330442554,9780330442558,eng,153,1410,73,11/3/2006,Macmillan
3801,China Court: The Hours of a Country House,Rumer Godden,3.97,0688117228,9780688117221,eng,358,516,77,12/31/1993,William Morrow & Company
3803,Rumer Godden,Anne Chisholm,3.82,0330367471,9780330367479,eng,335,9,5,6/11/1999,Pan
3805,The Corrections,Jonathan Franzen,3.79,1841156736,9781841156736,eng,653,133237,7468,9/2/2002,Fourth Estate Paperbacks
3806,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3.93,1589971280,9781589971288,en-US,367,1094,87,3/31/2010,Thomas Nelson
3815,Original Sin (Adam Dalgliesh #9),P.D. James,3.91,0446679224,9780446679220,eng,511,6736,297,12/2/2005,Grand Central Publishing
3818,Original Sin: Illuminating the Riddle,Henri Blocher,3.68,083082605X,9780830826056,eng,158,64,16,10/2/2000,IVP Academic
3820,An Original Sin,Nina Bangs,3.75,0505523248,9780505523242,eng,394,369,16,7/1/1999,Love Spell
3822,Aliens: Original Sin,Michael Jan Friedman,3.71,1595820159,0761568107371,eng,256,247,18,10/26/2005,Dark Horse Books
3825,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,3.92,0345446666,9780345446664,eng,429,9847,516,3/26/2002,Fawcett Books
3826,The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,0307275736,9780307275738,eng,383,10651,711,10/10/2006,Vintage
3827,Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,0571204104,9780571204106,eng,218,9258,330,5/20/2002,Penguin Books in association with Faber & Faber
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,0571204201,9780571204205,eng,306,8045,265,5/20/2002,Gardners Books
3829,A Mind To Murder (Adam Dalgliesh  #2),P.D. James,3.82,0571204155,9780571204151,eng,225,39,4,5/20/2002,Gardners Books
3830,A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,1400096472,9781400096473,eng,459,10304,374,11/8/2005,Vintage
3831,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.93,0345442121,9780345442123,eng,306,495,76,2/27/2001,Ballantine Books
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,0743219570,9780743219570,eng,250,26375,953,5/8/2001,Scribner
3833,The Black Tower (Adam Dalgliesh #5),P.D. James,4.00,0743219619,9780743219617,eng,352,13801,335,10/2/2001,Scribner
3834,Innocent Blood,P.D. James,3.68,0743219635,9780743219631,eng,400,3793,286,8/2/2001,Scribner
3835,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,0060934344,9780060934347,eng,940,4956,705,4/26/2005,Ecco
3836,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,3.87,0142437239,9780142437230,eng,1023,160911,4087,2/25/2003,Penguin Books
3837,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,3.87,0451528905,9780451528902,en-US,544,71,5,6/3/2003,Signet Classics
3840,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.87,037575699X,9780375756993,eng,1168,393,40,4/10/2001,Modern Library
3841,Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,3.87,0156495406,9780156495400,eng,240,275,14,4/18/1984,Harcourt Brace Jovanovich
3842,Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,3.61,0822004151,9780822004158,eng,96,21,2,7/8/1964,Cliffs Notes
3848,Desert Heat (Joanna Brady  #1),J.A. Jance,4.00,0727861158,9780727861153,eng,256,41,11,9/1/2004,Severn House Publishers
3849,Kentucky Heat,Fern Michaels,4.19,0821773682,9780821773680,eng,383,1869,46,9/1/2002,Zebra
3850,Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,0226443221,9780226443225,eng,320,732,71,7/15/2003,University Of Chicago Press
3851,Texas Heat (Texas  #2),Fern Michaels,4.18,0345449606,9780345449603,eng,496,2025,41,11/27/2001,Ballantine Books
3852,Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,4.13,1843607409,9781843607403,eng,196,3567,62,5/15/2004,Ellora's Cave
3853,Heat and Dust,Ruth Prawer Jhabvala,3.55,1582430152,9781582430157,eng,190,6214,270,4/16/1999,Counterpoint
3858,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,0767915747,9780767915748,eng,304,15315,1101,4/13/2004,Broadway Books
3859,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,4.01,0963810944,9780963810946,eng,134,292,35,2/19/2005,Polyface
3867,The History of Love,Nicole Krauss,3.92,0393328627,9780393328622,eng,255,110082,9777,5/17/2006,Norton
3869,A Brief History of Time,Stephen Hawking,4.17,0553380168,9780553380163,eng,212,239652,5860,9/1/1998,Bantam Books
3870,A Short History of Nearly Everything,Bill Bryson,4.21,0767923227,9780767923224,eng,624,352,37,11/1/2005,Broadway Books
3871,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.03,0895260476,9780895260475,en-US,270,1604,153,11/1/2004,Regnery Publishing
3872,A History of the World in 6 Glasses,Tom Standage,3.76,0802715524,9780802715524,eng,336,14820,1686,5/16/2006,Bloomsbury
3873,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.87,0517223120,9780517223123,eng,460,38915,1087,3/2/2004,Gramercy Books
3875,The Sun Also Rises,Ernest Hemingway/William Hurt,3.82,0743564413,9780743564410,eng,8,302,69,10/17/2006,Simon  Schuster Audio
3886,The Bon Appetit Cookbook,Barbara Fairchild,4.07,0764596861,9780764596865,eng,816,1816,22,8/15/2006,Houghton Mifflin Harcourt
3895,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,0609602195,9780609602195,eng,256,28789,177,4/6/1999,Clarkson Potter
3900,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,0792272668,9780792272663,eng,204,240,46,5/1/2005,National Geographic Society
3914,Sylvia,Leonard Michaels/Diane Johnson,3.86,0374271070,9780374271077,eng,129,807,95,5/29/2007,Farrar  Straus and Giroux
3916,The Life Of Dashiell Hammett,Diane Johnson,3.73,070112766X,9780701127664,eng,344,4,0,1/23/1984,Vintage/Ebury (A Division of Random House Group)
3918,Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,2.88,8420466557,9788420466552,spa,388,6,0,6/1/2003,Santillana USA Publishing Company
3921,London is the Best City in America,Laura Dave,3.45,0670037567,9780670037568,eng,256,2168,233,5/18/2006,Viking Adult
3938,Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,4.24,8466617353,9788466617352,spa,618,174,14,6/1/2005,Ediciones B
3939,The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,4.20,0747236046,9780747236047,eng,632,237,15,2/20/1992,Headline Book Pub Ltd
3940,Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,3.45,0785118950,9780785118954,eng,120,232,9,7/19/2006,Marvel
3966,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,4.42,3453215281,9783453215283,ger,1456,141,11,8/1/2002,Heyne
3967,La Chute d'Hypérion II,Dan Simmons/Guy Abadia,4.20,2266111574,9782266111577,fre,347,21,1,12/26/2000,Pocket
3968,Endymion,Dan Simmons/Guy Abadia,4.17,2221089561,9782221089569,fre,572,29,1,12/14/1998,Robert Laffont
3972,Olympos (Ilium  #2),Dan Simmons,3.94,0380817934,9780380817931,eng,891,13300,484,7/25/2006,Harper Voyager
3973,Ilium (Ilium  #1),Dan Simmons,4.03,0380817926,9780380817924,eng,752,21973,905,6/28/2005,HarperTorch
3974,The Terror,Dan Simmons,4.07,0316017442,9780316017442,eng,769,31711,3317,1/8/2007,Little  Brown and Company
3975,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,3.75,0060506040,9780060506049,eng,272,953,61,11/26/2002,Harper Voyager
3976,Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,0312989482,9780312989484,eng,320,734,44,9/15/2003,Minotaur Books
3977,Endymion (Hyperion Cantos  #3),Dan Simmons,4.17,0553572946,9780553572940,eng,563,38357,1111,12/1/1996,Bantam Spectra
3978,A Winter Haunting (Seasons of Horror  #2),Dan Simmons,3.60,0380817160,9780380817160,eng,371,6253,488,12/31/2002,HarperTorch
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,0312282990,9780312282998,eng,639,165862,9143,8/25/2001,Picador USA
3986,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,3.46,159307171X,9781593071714,eng,159,1097,105,5/18/2004,Dark Horse
3997,The Great House of God,Max Lucado,4.25,0849942985,9780849942983,eng,240,1101,58,10/31/2001,Thomas Nelson
4006,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,0722533942,9780722533949,eng,243,16483,685,9/6/1999,HarperTorch (an imprint of HarperCollins Publishers)
4008,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,0060527994,9780060527990,eng,205,47673,2046,7/3/2006,HarperOne
4009,Nine Stories,J.D. Salinger,4.19,0316767727,9780316767729,eng,198,112779,2897,1/30/2001,Little  Brown and Company
4014,The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,3.94,0753459647,9780753459645,eng,32,50,6,9/15/2006,Kingfisher
4023,American Psycho,Bret Easton Ellis,3.82,033048477X,9780330484770,eng,399,844,76,4/21/2010,Picador
4031,Lunar Park,Bret Easton Ellis,3.70,0375727272,9780375727276,eng,404,24618,738,8/29/2006,Vintage
4035,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,4.06,0446677124,9780446677127,eng,608,32337,272,12/1/2000,Grand Central Publishing
4043,Godless,Pete Hautman,3.60,1416908161,9781416908166,eng,208,4213,735,11/1/2005,Simon  Schuster Books for Young Readers
4050,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,0664228917,9780664228910,en-US,228,12,1,9/2/2005,Westminster John Knox Press
4055,Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,3.99,0060925752,9780060925758,eng,288,4372,81,12/13/2013,Harper Perennial
4060,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,3.79,0922729484,9780922729487,en-US,155,141,5,8/17/2017,Summit University Press
4066,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,4.08,0452282179,9780452282179,en-US,412,38,4,1/1/2001,Plume
4069,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,080701429X,9780807014295,eng,165,282127,13449,6/1/2006,Beacon Press
4070,Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,4.36,0807014265,9780807014264,eng,165,391,44,3/30/2000,Beacon Press (Boston)
4075,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,4.10,0393058638,9780393058635,eng,430,3958,172,2/1/2006,W. W. Norton & Company
4077,Search Engine Optimization for Dummies,Peter Kent,3.79,0471979988,9780471979982,en-US,382,143,20,5/1/2006,For Dummies
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,020161622X,9780201616224,eng,321,12563,699,10/30/1999,Addison-Wesley Professional
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,3.96,0976694026,9780976694021,en-US,176,840,63,9/26/2005,Pragmatic Bookshelf
4104,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,0713997273,9780713997279,eng,278,832,118,1/11/2005,Penguin
4106,Blink 182,Anne Hoppus,4.42,0859653234,9780859653237,eng,112,62,4,12/1/2001,Plexus Publishing Ltd
4108,I Blink: And Other Questions About My Body,Brigid Avison,3.92,0753456109,9780753456101,eng,32,36,1,4/25/2003,Kingfisher
4117,The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,3.90,0689837143,9780689837142,en-US,224,1782,197,9/1/2003,Simon & Schuster Childrens Books
4119,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,3.83,1569246815,9781569246818,eng,384,608,78,8/18/1999,Da Capo Press
4122,Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,3.99,0060566108,9780060566104,eng,368,53749,509,11/2/2004,Harper Business
4135,I Like You: Hospitality Under the Influence,Amy Sedaris,3.88,0446578843,9780446578844,eng,304,37258,1401,10/16/2006,Warner Books (NY)
4140,Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,3.68,0743276124,9780743276122,eng,344,6490,463,8/1/2005,Simon & Schuster
4144,Bringing Down The House,Ben Mezrich,3.89,0099468239,9780099468233,en-GB,320,518,61,5/6/2004,Arrow
4162,Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose,3.70,0757305458,9780757305450,eng,311,82,17,6/1/2007,Hci
4165,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.91,0830833293,9780830833290,eng,227,21,4,12/15/2005,IVP Books
4167,The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,4.16,0312291566,9780312291563,eng,256,216,25,5/8/2002,St. Martin's Griffin
4191,The Cold Six Thousand (Underworld USA #2),James Ellroy,4.01,037572740X,9780375727405,eng,688,5642,265,6/11/2002,Vintage
4200,White Teeth,Zadie Smith,3.77,0140276335,9780140276336,eng,542,4202,406,1/25/2001,Penguin Books
4204,White Teeth,Zadie Smith,3.77,1417626283,9781417626281,eng,448,81,11,6/1/2001,Turtleback Books
4207,White Teeth,Zadie Smith,3.77,0140297782,9780140297782,en-GB,542,1265,142,11/30/2000,Penguin
4216,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg,3.93,3518222635,9783518222638,ger,106,6,0,5/27/1997,Suhrkamp
4221,The Guide to Dan Brown's the Solomon Key,Greg  Taylor,2.98,0875168167,9780875168166,en-US,183,34,2,9/30/2005,DeVorss & Company
4223,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,0739326740,9780739326749,en-US,756,3645,407,3/28/2006,Random House Large Print
4227,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,0743275063,9780743275064,en-US,528,1192,143,5/3/2005,Atria Books
4232,The Illuminati,Larry Burkett,3.71,1595540016,0020049130001,eng,352,60,8,10/4/2004,Thomas Nelson
4241,The Illuminati Papers,Robert Anton Wilson,3.83,1579510027,9781579510022,en-US,168,710,22,12/11/1997,Ronin Publishing (CA)
4248,The Da Vinci Code,Dan Brown,3.84,1400079179,9781400079179,eng,489,13934,1459,3/28/2006,Anchor
4249,The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael,3.84,0739339788,9780739339787,eng,0,91,16,3/28/2006,Random House Audio
4250,El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella,3.84,8495618605,9788495618603,spa,557,3276,190,10/17/2003,Umbriel
4251,Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman,3.64,0195307135,9780195307139,en-US,207,533,50,5/18/2006,Oxford University Press  USA
4256,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,074757362X,9780747573623,eng,480,3141,140,7/1/2008,Bloomsbury UK
4259,Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris,3.88,1932416595,9781932416596,eng,153,2636,302,9/13/2006,McSweeney's
4260,The Polysyllabic Spree,Nick Hornby,3.73,1932416242,9781932416244,eng,143,6828,621,11/30/2004,McSweeney's
4261,Songbook,Nick Hornby,3.56,1573223565,9781573223560,eng,207,10066,341,10/7/2003,Riverhead Books
4263,My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,3.68,0753814412,9780753814413,eng,288,393,4,8/1/2001,Orion Publishing
4264,Fever Pitch,Nick Hornby,3.74,1573226882,9781573226882,eng,247,28830,1069,3/1/1998,Riverhead Books
4267,High Fidelity,Nick Hornby,3.94,1573228214,9781573228213,en-US,323,827,101,3/1/2000,Riverhead Books
4273,About a Boy,Nick Hornby,3.80,0141007338,9780141007335,eng,278,825,73,4/4/2002,Penguin
4277,The Complete Polysyllabic Spree,Nick Hornby,3.59,0670916668,9780670916665,eng,278,450,63,9/7/2006,Viking
4278,Medicus (Gaius Petreius Ruso  #1),Ruth Downie,3.73,1596912316,9781596912311,eng,386,5723,695,3/6/2007,Bloomsbury Publishing PLC
4287,Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,5.00,0738511676,9780738511672,eng,128,2,0,3/17/2003,Arcadia Publishing
4295,David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,3.82,082641477X,9780826414779,en-GB,96,900,48,5/20/2003,Bloomsbury Academic
4300,Scar Tissue,Anthony Kiedis,4.11,1401301010,9781401301019,en-US,465,327,46,10/6/2004,Hachette Books
4314,Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,3.82,2226126260,9782226126269,fre,85,975,62,6/13/2001,Albin Michel
4315,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,3.55,9774248449,9789774248443,ara,349,122,12,3/15/2004,American University in Cairo Press
4325,Dreamland,Sarah Dessen,3.91,0142401757,9780142401750,eng,250,70043,3881,5/11/2004,Speak
4326,End Game (Dreamland  #8),Dale Brown/Jim DeFelice,4.02,0060094427,9780060094423,eng,432,327,7,10/31/2006,HarperTorch
4329,H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,3.97,1568821573,9781568821573,eng,260,98,2,2/2/2008,Chaosium
4331,Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,3.90,0007109660,9780007109661,eng,375,1313,28,7/2/2001,HarperCollins Publishers Ltd
4332,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,4.00,0060094419,9780060094416,eng,405,339,9,7/26/2005,HarperTorch
4337,The Zanzibar Chest,Aidan Hartley,4.01,1594480117,9781594480119,en-US,496,2218,172,8/3/2004,Riverhead Books
4338,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,3.96,0061132381,9780061132384,eng,212,7205,825,5/23/2006,Harper
4339,Dispatches,Michael Herr,4.23,0679735259,9780679735250,eng,260,13108,795,8/6/1991,Vintage
4341,Dispatch,Bentley Little,3.62,0451216776,9780451216779,en-US,386,1291,100,10/4/2005,Signet
4346,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,4.21,0609808346,9780609808344,eng,174,3472,30,9/4/2001,Three Rivers Press
4352,Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,3.53,0439944392,9780439944397,en-GB,32,57,14,5/7/2007,Alison Green Books
4359,How Much is That Guinea Pig in the Window?,Joanne Rocklin/Meredith Johnson,4.00,0590227165,9780590227162,en-US,48,27,7,10/1/1995,Scholastic  Inc.
4360,My War Gone By  I Miss It So,Anthony Loyd,4.29,0140298541,9780140298543,eng,336,1505,119,2/1/2001,Penguin Books (NY)
4362,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,0312426038,9780312426033,eng,507,643,61,9/5/2000,St. Martin's Press
4364,Maximum City: Bombay Lost and Found,Suketu Mehta,3.93,0375703403,9780375703409,eng,542,9024,637,9/27/2005,Vintage
4370,Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,Andrew X. Pham,3.96,0312267177,9780312267179,en-US,344,4820,524,9/2/2000,Picador USA
4372,When Broken Glass Floats: Growing Up Under the Khmer Rouge,Chanrithy Him,4.14,0393322106,9780393322101,eng,336,3534,320,4/17/2001,W. W. Norton  Company
4373,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.35,0060856262,9780060856267,eng,238,26524,2609,4/4/2006,Harper Perennial
4382,Fahrenheit 451,Ray Bradbury/Christopher Hurt,3.99,078617627X,9780786176274,eng,5,483,146,11/1/2005,Blackstone Audiobooks
4390,Los funerales de la Mamá Grande,Gabriel García Márquez,3.78,0307350320,9780307350329,spa,160,4694,133,2/7/2006,Plaza y Janes
4394,Collected Novellas,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.00,006093266X,9780060932664,eng,288,838,51,1/8/2008,Harper Perennial Modern Classics
4397,The Grapes of Wrath,John Steinbeck/Robert DeMott/Mick Wiggins,3.96,0143039431,9780143039433,eng,464,7044,639,3/28/2006,Penguin Classics
4398,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,3.81,0764585967,9780764585968,eng,112,30,5,6/5/2000,Cliffs Notes
4399,The Grapes of Wrath,John Steinbeck,3.96,0582461537,9780582461536,eng,597,37,8,3/1/2001,Longman Schools Division (a Pearson Education Company)
4404,American Gods,Neil Gaiman,4.11,0060010606,9780060010607,eng,635,1211,169,6/1/2001,PerfectBound (HarperCollins)
4405,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,3.80,1400065550,9781400065554,eng,399,1876,244,4/4/2006,Random House (NY)
4407,American Gods (American Gods  #1),Neil Gaiman,4.11,0747263744,9780747263746,eng,635,383045,15962,3/4/2005,Headline Review
4408,East of Eden,John Steinbeck,4.37,0142004235,9780142004234,eng,601,3942,396,6/18/2002,Penguin Books
4411,Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.98,0753806797,9780753806791,eng,575,99,15,7/1/1999,Orion Publishing
4415,East Of Eden,John Steinbeck,4.37,0553116088,9780553116083,eng,691,83,18,1/1/1977,Bantam Books
4417,Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,4.18,0448437430,9780448437439,eng,112,679,116,12/29/2004,Grosset & Dunlap
4418,The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President,Harrison Edward Livingstone,3.22,1412040558,9781412040556,en-US,615,9,0,10/6/2004,Trafford Publishing
4424,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,4.07,0316907928,9780316907927,en-US,849,7981,307,5/4/2004,Back Bay Books
4434,Sellevision,Augusten Burroughs,3.56,1843543648,9781843543640,eng,229,175,9,1/1/2006,Atlantic
4435,Dry,Augusten Burroughs,4.03,1843541858,9781843541851,eng,295,1158,91,3/1/2005,Atlantic
4436,Running with Scissors,Augusten Burroughs,3.72,1843544857,9781843544852,en-GB,320,667,70,11/4/2006,Atlantic Books
4451,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,0684848597,9780684848594,en-CA,272,6256,459,1/2/1998,Touchstone
4454,The Road Less Traveled: A New Psychology of Love  Traditional Values  and Spiritual Growth,M. Scott Peck,4.05,0743243153,9780743243155,en-US,318,1314,98,2/4/2003,Touchstone
4465,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.36,1842055062,9781842055069,eng,189,5906,140,1/1/2004,Geddes & Grosset
4472,A Prayer for Owen Meany,John Irving,4.23,0679642595,9780679642596,eng,641,1073,97,6/4/2002,Modern Library
4477,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande/Susanne Kuhlmann-Krieg,4.26,0312421702,9780312421700,eng,270,33828,2237,4/1/2003,Picador USA
4479,Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,3.91,0689833768,9780689833762,en-US,80,109,13,4/1/2000,Atheneum Books for Young Readers
4487,Bridget Jones: The Edge Of Reason (Bridget Jones #2),Helen Fielding,3.57,033036734X,9780330367349,eng,422,965,49,11/18/1999,Picador  Macmillan Publishers Ltd
4488,Bridget Jones's Guide to Life,Helen Fielding,3.49,0142000213,9780142000212,en-US,64,1104,34,4/1/2001,Penguin Books
4515,Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,3.77,8423671267,9788423671267,spa,279,5119,217,10/1/2005,Edebé
4519,A Framework for Understanding Poverty,Ruby K. Payne,3.90,1929229488,9781929229482,eng,199,3690,518,2/9/2006,AHA! Process
4520,El príncipe de la niebla (Trilogía de la Niebla  #1),Carlos Ruiz Zafón,3.70,0061284386,9780061284380,spa,230,3602,325,11/21/2006,Rayo
4524,The Shadow of the Wind,Carlos Ruiz Zafón/Lucia Graves,4.26,0753819317,9780753819319,eng,403,1278,175,10/28/2004,Phoenix
